iata,icao,name,city,country,lat,lon
PUJ,MDPC,Punta Cana International Airport,Punta Cana,DO,18.567093,-68.364558
POP,MDPP,Gregorio Luperon International Airport,Puerto Plata,DO,19.757900,-70.570000
SDQ,MDSD,Las Américas International Airport,Santo Domingo,DO,18.429701,-69.668900
,MDSI,San Isidro Air Base,San Isidro,DO,18.503700,-69.761703
STI,MDST,Cibao International Airport,Santiago,DO,19.404060,-70.604431
CBV,MGCB,Coban Airport,Coban,GT,15.469000,-90.406700
GUA,MGGT,La Aurora International Airport,Guatemala City,GT,14.582896,-90.527515
PBR,MGPB,Puerto Barrios Airport,Puerto Barrios,GT,15.730900,-88.583801
RUV,MGRB,Rubelsanto Airport,Rubelsanto,GT,15.992000,-90.445297
RER,MGRT,Retalhuleu Airport,Retalhuleu,GT,14.521431,-91.697001
GSJ,MGSJ,San José Airport,Puerto San José,GT,13.936200,-90.835800
FRS,MGTK,Mundo Maya International Airport,San Benito,GT,16.913707,-89.866143
LCE,MHLC,Golosón International Airport,La Ceiba,HN,15.742500,-86.852997
SAP,MHLM,Ramón Villeda Morales International Airport,San Pedro Sula,HN,15.452600,-87.923599
GJA,MHNJ,La Laguna Airport,Guanaja,HN,16.445400,-85.906601
RTB,MHRO,Juan Manuel Gálvez International Airport,Coxen Hole,HN,16.316799,-86.523003
XPL,MHSC,Palmerola International Airport,Palmerola,HN,14.382400,-87.621201
TEA,MHTE,Tela Airport,Tela,HN,15.775900,-87.475800
TGU,MHTG,Toncontín Airport,Tegucigalpa,HN,14.060900,-87.217201
TJI,MHTJ,Trujillo Airport,Trujillo,HN,15.926599,-85.938573
OCJ,MKBS,Ian Fleming International Airport,Boscobel,JM,18.404079,-76.969754
KIN,MKJP,Norman Manley International Airport,Kingston,JM,17.935699,-76.787498
MBJ,MKJS,Sangster International Airport,Montego Bay,JM,18.503420,-77.913230
POT,MKKJ,Ken Jones Airport,Ken Jones,JM,18.198799,-76.534500
KTP,MKTP,Tinson Pen Airport,Tinson Pen,JM,17.988600,-76.823799
ACA,MMAA,General Juan N. Álvarez International Airport,Acapulco,MX,16.757126,-99.753113
NTR,MMAN,Del Norte International Airport,Monterrey,MX,25.865601,-100.237000
AGU,MMAS,Aguascalientes International Airport,Aguascalientes,MX,21.699589,-102.318372
HUX,MMBT,Bahías de Huatulco International Airport,Huatulco,MX,15.775437,-96.260456
CVJ,MMCB,General Mariano Matamoros International Airport,Temixco,MX,18.833922,-99.261818
ACN,MMCC,Ciudad Acuña International Airport,Ciudad Acuña,MX,29.333662,-101.100555
CME,MMCE,Ciudad del Carmen International Airport,Ciudad del Carmen,MX,18.651516,-91.799355
CUL,MMCL,Bachigualato Federal International Airport,Culiacán,MX,24.765040,-107.475228
CTM,MMCM,Chetumal International Airport,Chetumal,MX,18.504985,-88.328018
CEN,MMCN,Ciudad Obregón International Airport,Ciudad Obregón,MX,27.392599,-109.833000
CPE,MMCP,Ingeniero Alberto Acuña Ongay International Airport,Campeche,MX,19.815969,-90.500125
CJS,MMCS,Abraham González International Airport,Ciudad Juárez,MX,31.636673,-106.428533
CUU,MMCU,General Roberto Fierro Villalobos International Airport,Chihuahua,MX,28.702649,-105.963764
CVM,MMCV,General Pedro Jose Mendez International Airport,Ciudad Victoria,MX,23.703300,-98.956497
CYW,MMCY,Captain Rogelio Castillo National Airport,Celaya,MX,20.545998,-100.886539
CZM,MMCZ,Cozumel International Airport,Cozumel,MX,20.514922,-86.928538
DGO,MMDO,General Guadalupe Victoria International Airport,Durango,MX,24.125468,-104.527938
TPQ,MMEP,Amado Nervo National Airport,Tepic,MX,21.419833,-104.842472
ESE,MMES,Ensenada International Airport / El Ciprés Air Base,Ensenada,MX,31.794516,-116.602384
GDL,MMGL,Guadalajara International Airport,Guadalajara,MX,20.523342,-103.310108
GYM,MMGM,General José María Yáñez International Airport,Guaymas,MX,27.969000,-110.925003
HMO,MMHO,General Ignacio L. Pesqueira International Airport,Hermosillo,MX,29.092811,-111.053015
CLQ,MMIA,Licenciado Miguel de la Madrid International Airport,Colima,MX,19.277000,-103.577002
SLW,MMIO,Plan de Guadalupe International Airport,Saltillo,MX,25.537860,-100.928346
IZT,MMIT,General Antonio Cárdenas Rodríguez National Airport / Ixtepec Air Base,Ixtepec,MX,16.445961,-95.093708
JAL,MMJA,El Lencero Airport,Emiliano Zapata,MX,19.475107,-96.797008
LZC,MMLC,Lázaro Cárdenas Airport,Lázaro Cárdenas,MX,18.001672,-102.220316
LMM,MMLM,Valle del Fuerte International Airport,Los Mochis,MX,25.685503,-109.081159
BJX,MMLO,Guanajuato International Airport,Silao,MX,20.992695,-101.480284
LAP,MMLP,Manuel Márquez de León International Airport,La Paz,MX,24.072331,-110.362662
LTO,MMLT,Loreto International Airport,Loreto,MX,25.989549,-111.348408
MAM,MMMA,General Servando Canales International Airport,Matamoros,MX,25.769899,-97.525299
MID,MMMD,Manuel Crescencio Rejón International Airport,Mérida,MX,20.930485,-89.645462
MXL,MMML,General Rodolfo Sánchez Taboada International Airport,Mexicali,MX,32.630629,-115.242805
MLM,MMMM,General Francisco J. Mujica International Airport,Morelia,MX,19.849899,-101.025002
MTT,MMMT,Minatitlán/Coatzacoalcos International Airport,Cosoleacaque,MX,18.103399,-94.580704
LOV,MMMV,Monclova International Airport,Monclova,MX,26.955700,-101.470001
MEX,MMMX,Mexico City Benito Juárez International Airport,Mexico City,MX,19.435822,-99.070330
MTY,MMMY,Monterrey International Airport,Monterrey,MX,25.778521,-100.106989
MZT,MMMZ,General Rafael Buelna International Airport,Mazatlàn,MX,23.162823,-106.264517
NOG,MMNG,Nogales International Airport,Nogales,MX,31.225756,-110.976934
NLD,MMNL,Quetzalcóatl International Airport,Nuevo Laredo,MX,27.443899,-99.570503
OAX,MMOX,Xoxocotlán International Airport,Oaxaca,MX,16.998773,-96.726092
PAZ,MMPA,El Tajín National Airport,Poza Rica,MX,20.602699,-97.460800
PBC,MMPB,Hermanos Serdán International Airport,Puebla,MX,19.158465,-98.371582
PDS,MMPG,Piedras Negras International Airport,Piedras Negras,MX,28.627873,-100.535240
UPN,MMPN,Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,Uruapan,MX,19.396700,-102.039001
PVR,MMPR,Puerto Vallarta International Airport,Puerto Vallarta,MX,20.679913,-105.254391
PXM,MMPS,Puerto Escondido International Airport,Puerto Escondido,MX,15.876808,-97.089100
QRO,MMQT,Querétaro Intercontinental Airport,Querétaro,MX,20.618779,-100.186449
REX,MMRX,General Lucio Blanco International Airport,Reynosa,MX,26.008900,-98.228500
SJD,MMSD,Los Cabos International Airport,San José del Cabo,MX,23.151919,-109.720731
CSW,MMSL,Cabo San Lucas International Airport,Cabo San Lucas,MX,22.949072,-109.939479
NLU,MMSM,Felipe Ángeles International Airport,Mexico City,MX,19.743824,-99.015070
SLP,MMSP,Ponciano Arriaga International Airport,San Luis Potosí,MX,22.262026,-100.935692
,MMTB,Terán Air Base,Tuxtla Gutiérrez,MX,16.739901,-93.173301
TRC,MMTC,Francisco Sarabia Tinoco International Airport,Torreón,MX,25.562265,-103.404608
TGZ,MMTG,Angel Albino Corzo International Airport,Tuxtla Gutiérrez,MX,16.561611,-93.025731
TIJ,MMTJ,General Abelardo L. Rodriguez International Airport,Tijuana,MX,32.541043,-116.969976
TQO,MMTL,Felipe Carrillo Puerto International Airport Tulum,Tulum,MX,20.172098,-87.660272
TAM,MMTM,General Francisco Javier Mina International Airport,Ciudad Madero,MX,22.292622,-97.867058
TLC,MMTO,Adolfo López Mateos International Airport,Toluca,MX,19.336900,-99.565830
TAP,MMTP,Tapachula International Airport,Tapachula,MX,14.794549,-92.369871
CUN,MMUN,Cancún International Airport,Cancún,MX,21.040817,-86.873470
VSA,MMVA,Carlos Rovirosa Pérez International Airport,Villahermosa,MX,17.994283,-92.818199
VER,MMVR,General Heriberto Jara International Airport,Veracruz,MX,19.139589,-96.188602
ZCL,MMZC,General Leobardo C. Ruiz International Airport,Zacatecas,MX,22.894942,-102.687154
ZIH,MMZH,Ixtapa-Zihuatanejo International Airport,Ixtapa,MX,17.601771,-101.460629
ZLO,MMZO,Playa de Oro International Airport,Manzanillo,MX,19.144800,-104.558998
,MN-0005,Shine Bulagin Hural Air Base,Dalanjargalan,MN,45.946700,109.123300
BEF,MNBL,Bluefields Airport,Bluefields,NI,11.991000,-83.774101
MGA,MNMG,Augusto C. Sandino (Managua) International Airport,Managua,NI,12.141500,-86.168198
PUZ,MNPC,Puerto Cabezas Airport,Puerto Cabezas,NI,14.047200,-83.386703
BOC,MPBO,"Bocas del Toro ""Isla Colón"" International Airport",Isla Colón,PA,9.340850,-82.250801
CTD,MPCE,Alonso Valderrama Airport,Chitré,PA,7.987840,-80.409837
CHX,MPCH,Changuinola Captain Manuel Niño International Airport,Changuinola,PA,9.458962,-82.515062
DAV,MPDA,Enrique Malek International Airport,David,PA,8.388983,-82.436425
ONX,MPEJ,Enrique Adolfo Jimenez Airport,Colón,PA,9.356640,-79.867401
PAC,MPMG,Marcos A. Gelabert International Airport,Albrook,PA,8.973340,-79.555603
SYP,MPSA,Ruben Cantu Airport,Santiago,PA,8.085600,-80.945297
PTY,MPTO,Tocumen International Airport,Tocumen,PA,9.071360,-79.383499
FON,MRAN,La Fortuna Arenal Airport,La Fortuna,CR,10.469311,-84.579073
,MRAO,Aerotortuguero Airport,Roxana,CR,10.420000,-83.609500
BAI,MRBA,Buenos Aires Airport,Punta Arenas,CR,9.163949,-83.330171
BCL,MRBC,Barra del Colorado Airport,Pococi,CR,10.768700,-83.585602
OTR,MRCC,Coto 47 Airport,Corredores,CR,8.601560,-82.968754
GLF,MRGF,Golfito Airport,Golfito,CR,8.654010,-83.182198
GPL,MRGP,Guapiles Airport,Pococi,CR,10.217200,-83.796997
LIR,MRLB,Daniel Oduber Quirós International Airport,Liberia,CR,10.593300,-85.544403
LSL,MRLC,Los Chiles Airport,Los Chiles,CR,11.035300,-84.706100
LIO,MRLM,Limón International Airport,Limón,CR,9.957960,-83.022003
NOB,MRNS,Nosara Airport,Nicoya,CR,9.976490,-85.653000
SJO,MROC,Juan Santamaría International Airport,San José (Alajuela),CR,9.993860,-84.208801
PJM,MRPJ,Puerto Jimenez Airport,Puerto Jimenez,CR,8.533330,-83.300003
PMZ,MRPM,Palmar Sur Airport,Palmar Sur,CR,8.951030,-83.468597
SYQ,MRPV,Tobías Bolaños International Airport,San Jose,CR,9.957050,-84.139801
XQP,MRQP,Quepos Managua Airport,Quepos,CR,9.443160,-84.129799
UPL,MRUP,Upala Airport,Upala,CR,10.892200,-85.016197
SAL,MSLP,El Salvador International Airport Saint Óscar Arnulfo Romero y Galdámez,San Salvador (San Luis Talpa),SV,13.444470,-89.055784
ILS,MSSS,Ilopango International Airport,San Salvador,SV,13.699500,-89.119904
CYA,MTCA,Antoine-Simon International Airport,Les Cayes,HT,18.271099,-73.788300
CAP,MTCH,Cap Haitien International Airport,Cap Haitien,HT,19.725547,-72.200710
JAK,MTJA,Jacmel Airport,Jacmel,HT,18.241100,-72.518501
JEE,MTJE,Jérémie Airport,Carrefour Sanon,HT,18.663099,-74.170303
PAP,MTPP,Toussaint Louverture International Airport,Port-au-Prince,HT,18.580023,-72.292596
PAX,MTPX,Port-de-Paix Airport,Port-de-Paix,HT,19.934045,-72.848010
,MU-0004,IAF Agalega,Vingt Cinq,MU,-10.372483,56.603537
BCA,MUBA,Gustavo Rizo Airport,Baracoa,CU,20.365299,-74.506203
BYM,MUBY,Carlos Manuel de Cespedes Airport,Bayamo,CU,20.396400,-76.621399
AVI,MUCA,Máximo Gómez Airport,Ciro Redondo,CU,22.027100,-78.789597
CCC,MUCC,Jardines Del Rey Airport,Cayo Coco,CU,22.461000,-78.328400
CFG,MUCF,Jaime Gonzalez Airport,Cienfuegos,CU,22.150000,-80.414200
CYO,MUCL,Vilo Acuña International Airport,Cayo Largo del Sur,CU,21.616501,-81.545998
CMW,MUCM,Ignacio Agramonte International Airport,Camaguey,CU,21.419909,-77.848039
SCU,MUCU,Antonio Maceo International Airport,Santiago,CU,19.974740,-75.835504
NBW,MUGM,Leeward Point Field,Guantanamo Bay Naval Station,CU,19.906500,-75.207100
GAO,MUGT,Mariana Grajales Airport,Guantánamo,CU,20.085300,-75.158302
HAV,MUHA,José Martí International Airport,Havana,CU,22.989201,-82.409103
HOG,MUHG,Frank Pais International Airport,Holguin,CU,20.785148,-76.315526
VRO,MUKW,Kawama Airport,Santa Marta,CU,23.124001,-81.301598
MOA,MUMO,Orestes Acosta Airport,Moa,CU,20.653900,-74.922203
MZO,MUMZ,Sierra Maestra International Airport,Manzanillo,CU,20.288605,-77.087545
,MUNB,San Nicolás de Bari Airport,San Nicolás de Bari,CU,22.756514,-81.920743
GER,MUNG,Rafael Cabrera Airport,Nueva Gerona,CU,21.834700,-82.783798
UPB,MUPB,Playa Baracoa Airport,Havana,CU,23.032801,-82.579399
SNU,MUSC,Abel Santamaria International Airport,Santa Clara,CU,22.492215,-79.943119
SNJ,MUSJ,San Julián Air Base,Sandino,CU,22.100525,-84.157376
SZJ,MUSN,Siguanea Airport,Isla de la Juventud,CU,21.642500,-82.955101
TND,MUTD,Alberto Delgado Airport,Trinidad,CU,21.788300,-79.997200
VRA,MUVR,Juan Gualberto Gomez International Airport,Matanzas,CU,23.034401,-81.435303
VTU,MUVT,Hermanos Ameijeiras Airport,Las Tunas,CU,20.987600,-76.935799
CYB,MWCB,Charles Kirkconnell International Airport,West End,KY,19.687000,-79.882797
LYB,MWCL,Edward Bodden Little Cayman Airfield,Blossom Village,KY,19.660161,-80.088826
GCM,MWCR,Owen Roberts International Airport,George Town,KY,19.292801,-81.357697
,MX-0424,Creel International Airport / Barrancas del Cobre Regional Airport,Bocoyna,MX,27.725133,-107.652015
,MX-2118,Base N°1 de la Fuerza Aérea Mexicana (General Alfredo Lezama Álvarez),Zumpango,MX,19.735231,-98.988153
MAY,MYAB,Clarence A. Bain Airport,Mangrove Cay,BS,24.287701,-77.684601
ASD,MYAF,Andros Town Airport,Andros Town,BS,24.697901,-77.795601
TZN,MYAK,Congo Town Airport,Andros,BS,24.158701,-77.589798
MHH,MYAM,Leonard M. Thompson International Airport,Marsh Harbour,BS,26.510711,-77.084262
SAQ,MYAN,San Andros Airport,Andros Island,BS,25.053801,-78.049004
AXP,MYAP,Spring Point Airport,Spring Point,BS,22.441799,-73.970901
TCB,MYAT,Treasure Cay Airport,Treasure Cay,BS,26.745300,-77.391296
CCZ,MYBC,Chub Cay Airport,Chub Cay,BS,25.417101,-77.880898
GHC,MYBG,Great Harbour Cay Airport,Bullocks Harbour,BS,25.738300,-77.840103
BIM,MYBS,South Bimini Airport,South Bimini,BS,25.699900,-79.264702
ATC,MYCA,Arthur's Town Airport,Arthur's Town,BS,24.629400,-75.673797
TBI,MYCB,New Bight Airport,Cat Island,BS,24.315300,-75.452301
CRI,MYCI,Colonel Hill Airport,Colonel Hill,BS,22.745600,-74.182404
GGT,MYEF,Exuma International Airport,Moss Town,BS,23.562599,-75.877998
ELH,MYEH,North Eleuthera Airport,North Eleuthera,BS,25.475823,-76.680784
GHB,MYEM,Governor's Harbour Airport,Governor's Harbour,BS,25.284700,-76.331001
NMC,MYEN,Normans Cay Airport,Normans Cay,BS,24.594299,-76.820198
RSD,MYER,Rock Sound International Airport,Rock Sound,BS,24.891650,-76.177602
TYM,MYES,Staniel Cay Airport,Staniel Cay,BS,24.169100,-76.439102
FPO,MYGF,Grand Bahama International Airport,Freeport,BS,26.557996,-78.695583
IGA,MYIG,Inagua Airport,Matthew Town,BS,20.975000,-73.666901
LGI,MYLD,Deadman's Cay Airport,Deadman's Cay,BS,23.179001,-75.093597
,MYLR,Hard Bargain Airport,,BS,23.009934,-74.904851
SML,MYLS,Stella Maris Airport,Stella Maris,BS,23.582317,-75.268621
MYG,MYMM,Mayaguana Airport,Abraham Bay Settlement,BS,22.379499,-73.013494
NAS,MYNN,Lynden Pindling International Airport,Nassau,BS,25.039000,-77.466202
DCT,MYRD,Duncan Town Airport,Duncan Town,BS,22.181801,-75.729500
ZSA,MYSM,San Salvador International Airport,San Salvador,BS,24.063041,-74.523233
BZE,MZBZ,Philip S. W. Goldson International Airport,Belize City,BZ,17.539951,-88.303556
PLJ,MZPL,Placencia Airport,Placencia,BZ,16.536957,-88.361511
RAR,NCRG,Rarotonga International Airport,Avarua,CK,-21.202700,-159.806000
,NE-0001,Niger Air Base 201,Agadez,NE,16.955750,8.018610
NAN,NFFN,Nadi International Airport,Nadi,FJ,-17.761822,177.437843
SUV,NFNA,Nausori International Airport,Nausori,FJ,-18.044226,178.561486
LBS,NFNL,Labasa Airport,Labasa,FJ,-16.466700,179.339996
TBU,NFTF,Fua'amotu International Airport,Nuku'alofa,TO,-21.241438,-175.149164
HPA,NFTL,Lifuka Island Airport,Lifuka,TO,-19.777000,-174.341003
VAV,NFTV,Vava'u International Airport,Vava'u Island,TO,-18.585300,-173.962006
PHG,NG-0004,Port Harcourt City Airport / Port Harcourt Air Force Base,Port Harcourt,NG,4.846111,7.021389
,NG-0005,Sir Ahmadu Bello International Airport,Birinin Kebbi,NG,12.479048,4.369132
FUN,NGFU,Funafuti International Airport,Funafuti,TV,-8.523885,179.196976
TRW,NGTA,Bonriki International Airport,South Tarawa,KI,1.381640,173.147003
TBF,NGTE,Tabiteuea North Airport,,KI,-1.224470,174.776001
IUE,NIUE,Niue International Airport,Alofi,NU,-19.080109,-169.923493
NLH,NLH,Ninglang Luguhu Airport,Ninglang,CN,27.540300,100.759300
WLS,NLWW,Hihifo Airport,Wallis Island,WF,-13.239445,-176.198650
PHH,NP-0003,Pokhara International Airport,Pokhara,NP,28.183800,84.014700
APW,NSFA,Faleolo International Airport,Apia,WS,-13.830000,-172.007996
PPG,NSTU,Pago Pago International Airport,Pago Pago,AS,-14.331000,-170.710007
PPT,NTAA,Fa'a'ā International Airport,Papeete,PF,-17.553472,-149.606936
RUR,NTAR,Rurutu Airport,,PF,-22.434099,-151.360992
TUB,NTAT,Tubuai Airport,,PF,-23.365400,-149.524002
AAA,NTGA,Anaa Airport,Anaa,PF,-17.352600,-145.509995
FGU,NTGB,Fangatau Airport,Fangatau,PF,-15.820044,-140.888071
TIH,NTGC,Tikehau Airport,Tuherahera,PF,-15.119600,-148.231003
REA,NTGE,Reao Airport,Reao,PF,-18.466520,-136.438550
FAV,NTGF,Fakarava Airport,,PF,-16.054100,-145.656998
XMH,NTGI,Manihi Airport,,PF,-14.436800,-146.070007
GMR,NTGJ,Totegegie Airport,,PF,-23.079901,-134.889999
KKR,NTGK,Kaukura Airport,Raitahiti,PF,-15.663300,-146.884995
MKP,NTGM,Makemo Airport,Makemo,PF,-16.583900,-143.658005
TKP,NTGT,Takapoto Airport,,PF,-14.709500,-145.246002
AXR,NTGU,Arutua Airport,,PF,-15.248300,-146.617004
MVT,NTGV,Mataiva Airport,,PF,-14.868100,-148.716995
AHE,NTHE,Ahe Airport,Ahe Atoll,PF,-14.428100,-146.257004
TKX,NTKR,Takaroa Airport,,PF,-14.455800,-145.024994
NHV,NTMD,Nuku Hiva Airport,Nuku Hiva,PF,-8.795600,-140.229004
AUQ,NTMN,Hiva Oa-Atuona Airport,Hiva Oa Island,PF,-9.768790,-139.011002
BOB,NTTB,Bora Bora Airport,Motu Mute,PF,-16.444401,-151.751007
RGI,NTTG,Rangiroa Airport,,PF,-14.954300,-147.660995
HUH,NTTH,Huahine-Fare Airport,Fare,PF,-16.687084,-151.021593
MOZ,NTTM,Moorea Temae Airport,Moorea-Maiao,PF,-17.489790,-149.761777
HOI,NTTO,Hao Airport,Otepa,PF,-18.074800,-140.945999
MAU,NTTP,Maupiti Airport,,PF,-16.426500,-152.244003
RFP,NTTR,Raiatea Airport,Uturoa,PF,-16.722900,-151.466003
ZGU,NVSQ,Gaua Island Airport,Gaua Island,VU,-14.218100,167.587006
SON,NVSS,Santo Pekoa International Airport,Luganville,VU,-15.505000,167.220001
VLI,NVVV,Bauerfield International Airport,Port Vila,VU,-17.699301,168.320007
TAH,NVVW,Whitegrass Airport,Tanna Island,VU,-19.455099,169.223999
TGJ,NWWA,Tiga Airport,Tiga,NC,-21.096407,167.803790
KNQ,NWWD,Koné Airport,Koné,NC,-21.053551,164.838768
ILP,NWWE,Île des Pins Airport,Île des Pins,NC,-22.588900,167.455994
LIF,NWWL,Lifou Airport,Lifou,NC,-20.774563,167.239328
GEA,NWWM,Nouméa Magenta Airport,Nouméa,NC,-22.257706,166.472822
MEE,NWWR,Maré Airport,Maré,NC,-21.482438,168.038465
TOU,NWWU,Touho Airport,Touho,NC,-20.790127,165.259524
UVE,NWWV,Ouvéa Airport,Ouvéa,NC,-20.640932,166.573024
NOU,NWWW,La Tontouta International Airport,Nouméa (La Tontouta),NC,-22.014601,166.212997
AKL,NZAA,Auckland International Airport,Auckland,NZ,-37.011990,174.786331
TUO,NZAP,Taupo Airport,Taupo,NZ,-38.739700,176.084000
AMZ,NZAR,Ardmore Airport,Manurewa,NZ,-37.029701,174.973007
CHC,NZCH,Christchurch International Airport,Christchurch,NZ,-43.489029,172.532065
CHT,NZCI,Inia William Tuuta Memorial Airport,Te One,NZ,-43.811890,-176.465140
DUD,NZDN,Dunedin International Airport,Dunedin,NZ,-45.929017,170.197758
GIS,NZGS,Gisborne Airport,Gisborne,NZ,-38.663300,177.977997
GTN,NZGT,Glentanner Airport,Glentanner Station,NZ,-43.906700,170.128006
HKK,NZHK,Hokitika Airfield,,NZ,-42.713600,170.985001
HLZ,NZHN,Hamilton International Airport,Hamilton,NZ,-37.866961,175.331952
KKE,NZKK,Kerikeri Airport,Kerikeri,NZ,-35.259148,173.913317
KAT,NZKT,Kaitaia Airport,Awanui,NZ,-35.069837,173.287053
ALR,NZLX,Alexandra Aerodrome,Alexandra,NZ,-45.210495,169.371113
MON,NZMC,Mount Cook Airport,,NZ,-43.764999,170.132996
TEU,NZMO,Manapouri Airport,,NZ,-45.533100,167.649994
MRO,NZMS,Hood Airport,Masterton,NZ,-40.974634,175.634540
NPL,NZNP,New Plymouth Airport,New Plymouth,NZ,-39.008598,174.179001
NPE,NZNR,Hawke's Bay Airport,Napier,NZ,-39.465801,176.869995
NSN,NZNS,Nelson Airport,Nelson,NZ,-41.298302,173.220993
IVC,NZNV,Invercargill Airport,Invercargill,NZ,-46.412399,168.313004
OHA,NZOH,RNZAF Base Ohakea,,NZ,-40.206001,175.388000
OAM,NZOU,Oamaru Airport,,NZ,-44.970001,171.082001
PMR,NZPM,Palmerston North Airport,Palmerston North,NZ,-40.320599,175.617004
PPQ,NZPP,Paraparaumu Airport,,NZ,-40.904701,174.988998
ZQN,NZQN,Queenstown Airport,Queenstown,NZ,-45.019205,168.746379
ROT,NZRO,Rotorua Regional Airport,Rotorua,NZ,-38.109200,176.317001
,NZSP,Amundsen–Scott South Pole Station Airport,Amundsen-Scott South Pole Station,AQ,-90.000000,-1.000000
TRG,NZTG,Tauranga Airport,Tauranga,NZ,-37.671902,176.195999
TIU,NZTU,Timaru Airport,,NZ,-44.302799,171.225006
TWZ,NZUK,Pukaki Airport,Twitzel,NZ,-44.235001,170.117996
BHE,NZWB,Woodbourne Airport,Blenheim,NZ,-41.518299,173.869995
,NZWD,Williams Field Skiway,McMurdo Station,AQ,-77.867401,167.057007
WKA,NZWF,Wanaka Airport,Wanaka,NZ,-44.722091,169.246287
WHK,NZWK,Whakatāne Airport,Whakatāne,NZ,-37.922224,176.916960
WLG,NZWN,Wellington International Airport,Wellington,NZ,-41.326839,174.806862
WIR,NZWO,Wairoa Airport,Wairoa,NZ,-39.011862,177.404401
,NZWP,RNZAF Base Auckland-Whenuapai,,NZ,-36.787800,174.630005
WRE,NZWR,Whangarei Airport,Whangarei,NZ,-35.769253,174.363713
WSZ,NZWS,Westport Airport,Westport,NZ,-41.737111,171.579033
WAG,NZWU,Wanganui Airport,Wanganui,NZ,-39.963467,175.024440
HEA,OAHR,Herat - Khwaja Abdullah Ansari International Airport,Guzara,AF,34.209999,62.228298
OAI,OAIX,Bagram Airfield,Bagram,AF,34.946098,69.264999
JAA,OAJL,Jalalabad Airport,Jalalabad,AF,34.399799,70.498596
KBL,OAKB,Kabul International Airport,Kabul,AF,34.565899,69.212303
KDH,OAKN,Ahmad Shah Baba International Airport,Kandahar,AF,31.505769,65.847963
KHT,OAKS,Khost International Airport,Khost,AF,33.284605,69.807340
MMZ,OAMN,Maymana Zahiraddin Faryabi Airport,Maymana,AF,35.930801,64.760902
MZR,OAMS,Mazar-i-Sharif International Airport,Mazar-i-Sharif,AF,36.704120,67.210459
UND,OAUZ,Kunduz Airport,Kunduz,AF,36.665100,68.910797
BAH,OBBI,Bahrain International Airport,Manama,BH,26.267295,50.637640
,OBBS,Sheik Isa Air Base,Sitrah,BH,25.918400,50.590599
OCS,OCS,Corisco International Airport,Corisco Island,GQ,0.910937,9.330270
,OE49,Mecca East Airport,Mecca,SA,21.437500,39.994202
,OE55,Aradah Airport,Ardah,SA,21.226999,55.267300
AHB,OEAB,Abha International Airport,Abha,SA,18.240400,42.656601
HOF,OEAH,Al-Ahsa International Airport,Hofuf,SA,25.285299,49.485199
ULH,OEAO,Al-Ula International Airport,Al-Ula,SA,26.483634,38.117048
ABT,OEBA,King Saud Bin Abdulaziz (Al Baha) Airport,Al-Baha,SA,20.298506,41.636153
BHH,OEBH,Bisha Airport,Bisha,SA,19.984400,42.620899
DMM,OEDF,King Fahd International Airport,Ad Dammam,SA,26.469100,49.798209
DWD,OEDM,Dawadmi Domestic Airport,Dawadmi,SA,24.449900,44.121201
DHA,OEDR,King Abdulaziz Air Base,Dhahran,SA,26.265400,50.152000
GIZ,OEGN,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,Jizan,SA,16.901100,42.585800
ELQ,OEGS,Prince Naif bin Abdulaziz International Airport,Qassim,SA,26.302799,43.774399
URY,OEGT,Gurayat Domestic Airport,Gurayat,SA,31.412413,37.278898
HAS,OEHL,Hail International Airport,Hail,SA,27.437901,41.686298
,OEJB,Jubail Airport,Jubail,SA,27.039000,49.405102
,OEJF,King Faisal Naval Base,Jeddah,SA,21.348101,39.173000
JED,OEJN,King Abdulaziz International Airport,Jeddah,SA,21.680241,39.157436
KMC,OEKK,King Khaled Military City Airport,King Khaled Military City,SA,27.900900,45.528198
KMX,OEKM,King Khalid Air Base,Khamis Mushait,SA,18.297300,42.803501
MED,OEMA,Prince Mohammad Bin Abdulaziz Airport,Medina,SA,24.553400,39.705101
EAM,OENG,Najran Domestic Airport,Najran,SA,17.611401,44.419201
NUM,OENN,Neom Bay Airport,Sharma,SA,27.924261,35.293580
AQI,OEPA,Qaisumah–Hafar Al-Batin International Airport,Qaisumah,SA,28.335726,46.127108
AKH,OEPS,Prince Sultan Air Base,Al Kharj,SA,24.062700,47.580502
RAH,OERF,Rafha Domestic Airport,Rafha,SA,29.626400,43.490601
RUH,OERK,King Khalid International Airport,Riyadh,SA,24.957600,46.698799
,OERM,Ras Mishab Airport,Al Mishab,SA,28.079599,48.611000
RAE,OERR,Arar Domestic Airport,Arar,SA,30.906601,41.138199
,OERT,Ras Tanura Airport,Ras Tanura,SA,26.723101,50.030800
SHW,OESH,Sharurah Domestic Airport,Sharurah,SA,17.466900,47.121399
AJF,OESK,Al-Jawf International Airport,Al-Jawf,SA,29.783301,40.100905
TUU,OETB,Prince Sultan bin Abdulaziz International Airport,Tabuk,SA,28.371100,36.624865
TIF,OETF,Taif International Airport,Taif,SA,21.484739,40.544074
,OETN,Ras Tanajib Airport,As Saffaniyah,SA,27.867800,48.769100
TUI,OETR,Turaif Domestic Airport,Turaif,SA,31.692188,38.731544
WAE,OEWD,Wadi Al Dawasir Domestic Airport,Wadi Al Dawasir,SA,20.504299,45.199600
